MeetinDate,MeetingVenue,RaceNo,PoolText,WinCombination,DividendAmount
2018-02-14,HV,8,Six Up,"3, 7/8, 12/1, 4/7, 8/7, 8/3, 11",1751.0000
2018-02-14,HV,8,Six Win Bonus,7/8/4/8/7/3,156236.0000
2018-02-21,HV,1,Win,1,84.5000
2018-02-21,HV,1,Place,1,23.0000
2018-02-21,HV,1,Place,11,35.0000
2018-02-21,HV,1,Place,2,15.0000
2018-02-21,HV,1,Quinella,"1, 11",461.0000
2018-02-21,HV,1,Quinella Place,"1, 11",135.5000
2018-02-21,HV,1,Quinella Place,"1, 2",43.0000
2018-02-21,HV,1,Quinella Place,"2, 11",92.0000
2018-02-21,HV,1,3 Pick 1,"2, 4",0.0000
2018-02-21,HV,1,3 Pick 1,"1, 5, 11",33.5000
2018-02-21,HV,1,3 Pick 1,"3, 6, 7, 8, 9, 10, 12",0.0000
2018-02-21,HV,1,Tierce,"1, 11, 2",3437.0000
2018-02-21,HV,1,Trio,"1, 2, 11",434.0000
2018-02-21,HV,1,First 4,"1, 2, 7, 11",936.0000
2018-02-21,HV,1,Quartet,"1, 11, 2, 7",25727.0000
2018-02-21,HV,2,Win,3,80.5000
2018-02-21,HV,2,Place,3,32.5000
2018-02-21,HV,2,Place,1,12.0000
2018-02-21,HV,2,Quinella,"1, 3",72.0000
2018-02-21,HV,2,Quinella Place,-,0.0000
2018-02-21,HV,2,Tierce,"3, 1, 7",849.0000
2018-02-21,HV,2,Trio,"1, 3, 7",120.0000
2018-02-21,HV,2,First 4,"1, 3, 5, 7",147.0000
2018-02-21,HV,2,Quartet,"3, 1, 7, 5",3422.0000
2018-02-21,HV,2,1st Double,1/3,317.0000
2018-02-21,HV,2,1st Double (Consolation),1/1,29.0000
2018-02-21,HV,3,Win,3,97.5000
2018-02-21,HV,3,Place,3,24.5000
2018-02-21,HV,3,Place,2,10.5000
2018-02-21,HV,3,Place,1,26.0000
2018-02-21,HV,3,Quinella,"2, 3",60.0000
2018-02-21,HV,3,Quinella Place,"2, 3",31.5000
2018-02-21,HV,3,Quinella Place,"1, 3",93.0000
2018-02-21,HV,3,Quinella Place,"1, 2",44.5000
2018-02-21,HV,3,3 Pick 1,"2, 6",0.0000
2018-02-21,HV,3,3 Pick 1,"1, 3, 11",33.0000
2018-02-21,HV,3,3 Pick 1,"4, 5, 7, 8, 9, 10, 12",0.0000
2018-02-21,HV,3,Tierce,"3, 2, 1",1217.0000
2018-02-21,HV,3,Trio,"1, 2, 3",186.0000
2018-02-21,HV,3,First 4,"1, 2, 3, 6",455.0000
2018-02-21,HV,3,Quartet,"3, 2, 1, 6",12699.0000
2018-02-21,HV,3,2nd Double,3/3,739.0000
2018-02-21,HV,3,2nd Double (Consolation),3/2,44.0000
2018-02-21,HV,4,Win,2,50.0000
2018-02-21,HV,4,Place,2,22.5000
2018-02-21,HV,4,Place,4,29.5000
2018-02-21,HV,4,Place,9,23.5000
2018-02-21,HV,4,Quinella,"2, 4",249.5000
2018-02-21,HV,4,Quinella Place,"2, 4",86.0000
2018-02-21,HV,4,Quinella Place,"2, 9",75.5000
2018-02-21,HV,4,Quinella Place,"4, 9",109.0000
2018-02-21,HV,4,3 Pick 1,"7, 8",0.0000
2018-02-21,HV,4,3 Pick 1,"2, 3, 9",18.0000
2018-02-21,HV,4,3 Pick 1,"1, 4, 5, 6, 10, 11, 12",0.0000
2018-02-21,HV,4,Tierce,"2, 4, 9",2685.0000
2018-02-21,HV,4,Trio,"2, 4, 9",478.0000
2018-02-21,HV,4,First 4,"2, 4, 9, 10",3973.0000
2018-02-21,HV,4,Quartet,"2, 4, 9, 10",54843.0000
2018-02-21,HV,4,3rd Double,3/2,413.5000
2018-02-21,HV,4,3rd Double (Consolation),3/4,176.0000
2018-02-21,HV,5,Win,5,54.0000
2018-02-21,HV,5,Place,5,20.0000
2018-02-21,HV,5,Place,10,20.5000
2018-02-21,HV,5,Place,2,34.0000
2018-02-21,HV,5,Quinella,"5, 10",180.5000
2018-02-21,HV,5,Quinella Place,"5, 10",70.5000
2018-02-21,HV,5,Quinella Place,"2, 5",98.0000
2018-02-21,HV,5,Quinella Place,"2, 10",140.0000
2018-02-21,HV,5,3 Pick 1,"5, 9",26.5000
2018-02-21,HV,5,3 Pick 1,"1, 10, 12",0.0000
2018-02-21,HV,5,3 Pick 1,"2, 3, 4, 6, 7, 8, 11",0.0000
2018-02-21,HV,5,Tierce,"5, 10, 2",3201.0000
2018-02-21,HV,5,Trio,"2, 5, 10",684.0000
2018-02-21,HV,5,First 4,"2, 5, 10, 12",894.0000
2018-02-21,HV,5,Quartet,"5, 10, 2, 12",20760.0000
2018-02-21,HV,5,4th Double,2/5,340.0000
2018-02-21,HV,5,4th Double (Consolation),2/10,85.5000
